business_id ,categories,city,is_open,latitude,longitude,name,postal_code,pricerange,review_count,stars,state
a3hjBPsnpcTpcquQXLeS0w,"['Pizza', 'Food', 'Italian', 'Restaurants', 'Food Trucks']",Champaign,1,40.1164204,-88.2433829,Dragon Fire Pizza,,1,30,4.5,IL
8pqANktAdy7crnxSLWRaYw,"['Restaurants', 'American (Traditional)']",Monticello,1,40.0247314519,-88.5726846514,The Main Street Pub of Monticello,61856,1,11,4.0,IL
Sp32-I-Ej0CBVJvFCghyPw,"['Grocery', 'Restaurants', 'Specialty Food', 'Food Court', 'International Grocery', 'Food']",Champaign,1,40.1111367,-88.2443171,Fresh International Market,61820,1,9,4.5,IL
iLxG2Oo8HNSZFvJvba4W6g,"['Restaurants', 'Mexican']",Champaign,1,40.1070836,-88.2438972,El Toro Mexican Restaurant,61820,1,82,3.0,IL
TEXUVhF-G_v2Sxwqti8HQA,"['Restaurants', 'Pizza', 'Nightlife', 'American (Traditional)', 'Beer Bar', 'Salad', 'Bars']",Champaign,1,40.139794,-88.243786,Old Chicago,61820,2,56,3.0,IL
0FrYsoVHheQGoXEQsH2d2Q,"['Cafes', 'Restaurants', 'Coffee & Tea', 'Food']",Champaign,1,40.1170558,-88.2432469,Aroma Cafe,61820,1,120,4.0,IL
CKqHfvcqx73-Uz0xGMHL6Q,"['Fast Food', 'American (New)', 'Restaurants', 'Chicken Wings']",Champaign,1,40.1099627,-88.2351409,Wingin Out,61820,2,30,3.0,IL
kyXEnWKQGWSThY6EcjORuw,"['Restaurants', 'Mediterranean', 'Greek', 'Salad']",Champaign,1,40.110085,-88.229304,Zorba's Restaurant,61820,1,101,4.0,IL
PSxi7pis1yJpFfM-grdNXA,"['Mexican', 'Imported Food', 'Specialty Food', 'Tex-Mex', 'Food', 'Restaurants', 'Ethnic Food']",Rantoul,1,40.3060382272,-88.1557162551,Sol Azteca,61866,1,13,3.5,IL
Lx7e54TaIPtxW5aZ6Ze38A,"['Restaurants', 'Mexican']",Rantoul,1,40.3117922,-88.1254802,El Toro,61866,2,10,2.5,IL
Hx-um-V0sTHjMZX0UcW0kA,"['Burgers', 'American (Traditional)', 'Food', 'Ice Cream & Frozen Yogurt', 'Restaurants', 'Fast Food']",Mahomet,1,40.1916275024,-88.4017791748,Dairy Queen,61853,1,7,1.0,IL
lZ0W0-pQyS35ahsrZezNiw,"['Specialty Food', 'Food', 'Restaurants', 'Health Markets', 'Thai']",Champaign,1,40.0867848496,-88.2479522377,Natural Gourmet,61820,2,8,5.0,IL
5r-kh_n_ivSmkrfGMtbtog,"['Food', 'Restaurants', 'Ice Cream & Frozen Yogurt']",Champaign,1,40.1104641,-88.2439326,Baskin Robbins,61820,3,7,2.0,IL
hP2DOm7E2H4P7MOS7XN_SQ,"['Nightlife', 'Steakhouses', 'Bars', 'Food', 'Beer', 'Wine & Spirits', 'Restaurants', 'Seafood']",Champaign,1,40.117491,-88.243875,Hamilton Walker's,61820,3,87,3.0,IL
hH7qhup_bGKr9r27RpHJPw,"['Mexican', 'Fast Food', 'Restaurants', 'Tex-Mex']",Tuscola,1,39.7920124089,-88.2695026327,Taco Bell,61953,0,6,2.0,IL
YERn2kltXVj9936i6T4Q8w,"['Fast Food', 'Fish & Chips', 'Chicken Wings', 'Restaurants']",Champaign,1,40.1269433,-88.2386034,Big J J Fish & Chicken,61820,1,33,4.0,IL
boIILzBqhjWhq4G0BsB5_A,"['Desserts', 'Japanese', 'Bars', 'Lounges', 'Food', 'Asian Fusion', 'American (New)', 'Restaurants', 'Nightlife', 'Sushi Bars', 'Cocktail Bars']",Champaign,1,40.118357,-88.243984,Miga,61820,3,126,4.0,IL
U7T6ioQJ17YPh_LG6xDTWA,"['Salad', 'Fast Food', 'Restaurants', 'Sandwiches']",Champaign,1,40.1105073,-88.2314522,Which Wich,61820,1,12,3.5,IL
Q8kTugdx8Iw5AzRzz6qd8w,"['Food Trucks', 'Restaurants', 'Barbeque', 'Street Vendors', 'Food']",Champaign,1,40.113786,-88.243041,Chester's BBQ,61820,2,7,4.5,IL
EKQiKd7EMZjsa4JokFaeAg,"['Restaurants', 'Chinese']",Champaign,1,40.0878338,-88.2481135,China King,61820,1,14,4.0,IL
D6SCh4BwNb52wZIqXdS4JQ,"['Bars', 'Pizza', 'Nightlife', 'Beer', 'Wine & Spirits', 'Pool Halls', 'American (Traditional)', 'Lounges', 'Restaurants', 'Food']",Champaign,1,40.116597,-88.242292,Esquire Lounge,61820,1,104,4.0,IL
LiQkLzRdJit4RkoNWA4HzQ,"['American (New)', 'Sandwiches', 'Restaurants']",Tuscola,1,39.7921366,-88.2713235,Jimmy John's,61953,0,3,3.5,IL
2BEJCBkNzOBXaydBJf5k0A,"['Restaurants', 'Fast Food']",Champaign,1,40.1213626,-88.2775335,Sonic,61821,1,14,3.0,IL
DysXlYb_WVlksoip8atIvQ,"['Fast Food', 'Burgers', 'Restaurants']",Champaign,1,40.1334973279,-88.2594957952,McDonald's,61821,1,10,1.0,IL
bsrqpg0zJZG4NMhA0W28LQ,"['Cafes', 'Coffee & Tea', 'Restaurants', 'Food']",Champaign,1,40.083399,-88.296606,Espresso Royale,61822,1,13,4.5,IL
F1qPjasn0R6-j8sa6iYNmA,"['Bars', 'Nightlife', 'Restaurants', 'American (Traditional)']",Champaign,1,40.1178627014,-88.2433013916,Guido's Bar & Grill,61820,2,97,3.0,IL
4Vig7oCo9P-j2OnPUfaXCA,"['Pizza', 'Restaurants']",Urbana,1,40.098023,-88.192765,Papa John's Pizza,61801,1,5,2.0,IL
mXjdBZNTF9pj-A9SKVihEw,"['Restaurants', 'Chinese', 'Buffets']",Tuscola,1,39.7916293,-88.2858974,Chinatown Chinese Restaurant,61953,2,9,3.5,IL
VIJ2KiDKhUVhhpNylEIfog,"['Restaurants', 'Mexican']",Champaign,1,40.1104086,-88.2389546,Maize Mexican Grill,61820,1,448,4.5,IL
kKCwp86xU9XKRnAALQDhrw,"['Vegetarian', 'Restaurants', 'Cafes', 'Vegan']",Urbana,1,40.106704,-88.225188,The Red Herring Vegetarian Restaurant,61801,1,56,4.5,IL
oD1PPb-TfMIkkg77u1zCAw,"['Wraps', 'Restaurants', 'Salad']",Champaign,1,40.1111668574,-88.2305980101,Salad Meister,61820,1,6,5.0,IL
g_oOjzFgqmSEAD4crxBirA,"['Caterers', 'Delis', 'Event Planning & Services', 'Sandwiches', 'Food Delivery Services', 'Restaurants', 'Pizza', 'Food']",Champaign,1,40.1321258,-88.2587494,Jimmy John's,61821,1,10,2.5,IL
Bfh_ON-LQUcJerjcDF5KNA,"['Restaurants', 'Chinese']",Champaign,1,40.1378171,-88.260388,Best Wok,61822,1,19,4.0,IL
0QgFIP9W0eGZSxCSQRQSCg,"['Fast Food', 'Sandwiches', 'Restaurants']",Urbana,1,40.1065482,-88.2217353,Subway,61801,0,5,2.5,IL
th4pZ5LkoIIkb1Vmu_m2DA,"['Burgers', 'Restaurants']",Champaign,1,40.101522,-88.24448,Meatheads,61820,2,138,4.0,IL
Q6sAy86CCQZy_qwZZpvOnQ,"['Fast Food', 'American (Traditional)', 'Sandwiches', 'Restaurants']",Mahomet,1,40.196361,-88.399269,Arby's,61853,0,4,2.5,IL
yE4k_CM9L0yPVVozyELfSQ,"['Restaurants', 'Comfort Food', 'Noodles', 'Asian Fusion', 'Italian']",Champaign,1,40.1105017,-88.2306324,Noodles & Company,61820,1,43,3.0,IL
XuByFsXXhnKmZ6hxucOj7A,"['Restaurants', 'Mongolian']",Champaign,1,40.118742,-88.2443626,301 Mongolia,61820,2,60,3.5,IL
FUTAQs8NEgpiQUXISaXfLg,"['Burgers', 'Fast Food', 'Restaurants']",Savoy,1,40.0706497611,-88.2489681244,Burger King,61874,1,7,2.0,IL
9V4AGrJphOIw2RC1UoPPRw,"['Restaurants', 'Barbeque', 'Caribbean', 'Vegan', 'Vegetarian']",Champaign,1,40.0880009,-88.2462198,Caribbean Grill Restaurant,61820,1,27,5.0,IL
WTu8B3igPYJlkJ2gHzrBYw,"['Korean', 'Restaurants', 'Asian Fusion', 'Sushi Bars', 'Japanese']",Champaign,1,40.1076853,-88.2436688,M Sushi & Grill,61820,2,31,4.5,IL
edT-m7jYpYxnJWmCzlt1sg,"['Food', 'Restaurants', 'Beer', 'Wine & Spirits', 'Bars', 'American (Traditional)', 'Nightlife']",Mansfield,1,40.2116835515,-88.5055622855,JP Cool's Bar & Grill,61854,1,3,4.5,IL
5uvf3QpmrdU2aiqmF4278A,"['Restaurants', 'American (Traditional)', 'Salad', 'Breakfast & Brunch']",Champaign,1,40.1375355954,-88.2444405556,Bob Evans,61820,1,30,3.0,IL
UTrqsP-oQrwoIOmBv_Jtzg,"['Restaurants', 'Diners']",Urbana,1,40.1068411,-88.2218579,Merry Ann's Diner,61801,1,42,3.5,IL
7hGEamzVvFq2b9eYUZpAxw,"['Restaurants', 'Burgers', 'Fast Food']",Tuscola,1,39.7916103,-88.2729904,McDonald's,61953,1,3,3.5,IL
Xoahafjr-Hz9zLrodYvDBA,"['Restaurants', 'Hot Dogs', 'Burgers']",Rantoul,1,40.3086275,-88.1734946,Burger King,61866,1,10,1.5,IL
AW_d5hMf7sI6yHrz4Ujv8w,"['Mexican', 'Chicken Wings', 'Nightlife', 'Cocktail Bars', 'Restaurants', 'New Mexican Cuisine', 'Bars']",Monticello,1,40.0088287873,-88.5763521865,Casa Real,61856,1,3,4.5,IL
eNeBda4br3HMg15-_jwokA,"['Mexican', 'Restaurants']",Saint Joseph,1,40.1112277,-88.0414944,El Toro,61873,1,16,3.5,IL
RTiw2W5hTvzAmI0iaWvb0A,"['American (Traditional)', 'Restaurants']",Rantoul,1,40.3092932,-88.1448833,Family Table,61866,1,9,3.0,IL
o13eH93qmWVNFZogkjhd9w,"['Cafes', 'Ice Cream & Frozen Yogurt', 'Food', 'Breakfast & Brunch', 'American (Traditional)', 'Restaurants']",Urbana,1,40.1128225269,-88.2090229914,Courier Cafe,61801,1,303,4.0,IL
ZxQlHVm0pj0ERqpwhEHc6w,"['Restaurants', 'Korean']",Champaign,1,40.0818615,-88.2963452,San Maru,61822,2,43,4.5,IL
zPo1VeP0VzXPujJYUU_oFQ,"['Food', 'American (Traditional)', 'Pubs', 'Nightlife', 'Restaurants', 'Breweries', 'Bars']",Monticello,1,40.0242609,-88.5711292,Monarch Brewing,61856,2,10,4.0,IL
1xeyFW6daV8jdt3dM1nhqQ,"['Sandwiches', 'Fast Food', 'Restaurants']",Champaign,1,40.0836476,-88.2965982,Subway,61822,1,5,2.5,IL
SViPlfsmwqvWNxZuVOgOMQ,"['Fast Food', 'Sandwiches', 'Restaurants']",Champaign,1,40.1106295,-88.2296312,Subway,61820,1,10,2.5,IL
pQeaRpvuhoEqudo3uymHIQ,"['Imported Food', 'Specialty Food', 'Empanadas', 'Food Trucks', 'Ethnic Food', 'Food', 'Argentine', 'Restaurants']",Urbana,1,40.1111797,-88.2255837,The Empanadas House,61801,1,3,4.0,IL
zrtRx2bm55zVeYIpzLLm3w,"['Greek', 'Restaurants']",Champaign,1,40.1125258,-88.2804392,Niro's Gyros,61821,1,31,3.5,IL
jeTfL2kCyBtmFGSrSQHqVw,"['American (New)', 'Nightlife', 'Italian', 'Lounges', 'Bars', 'Restaurants']",Champaign,1,40.1169069806,-88.2426019246,Bacaro,61820,3,146,4.0,IL
BQbDU21SuXERM_gK9AA9AQ,"['Breakfast & Brunch', 'Restaurants', 'Sandwiches']",Urbana,1,40.1161317,-88.2197603,Einstein Bros Bagels,61801,1,26,3.5,IL
8GUMO244E8CxfJcyJIWFOA,"['Mexican', 'Food', 'Grocery', 'Restaurants']",Champaign,1,40.1100704,-88.2395746,El Charro,61820,1,53,4.0,IL
u7jiuYiz-zVwsh0TGRHUIg,"['Mexican', 'Restaurants']",Champaign,1,40.1103801,-88.2327902,Burrito King,61820,1,27,4.0,IL
-S1BkxguVmi2G_O6Bcoabg,"['Fast Food', 'American (New)', 'Diners', 'Juice Bars & Smoothies', 'Food', 'American (Traditional)', 'Restaurants', 'Burgers', 'Breakfast & Brunch']",Champaign,1,40.0949565,-88.245852,Steak 'n Shake,61820,1,41,2.5,IL
7U7KkQyUIxUCcfCso4HP1g,"['Restaurants', 'Pizza', 'Chicken Wings', 'Italian']",Tuscola,1,39.7910761,-88.267399,Pizza Hut,61953,1,5,4.5,IL
cDGaMsCAx8guR1IUrxLxWA,"['Restaurants', 'Vietnamese', 'Thai']",Champaign,1,40.110039,-88.229804,Pho Cafe,61820,1,39,4.0,IL
dIZcPB3CtNjMn4O_p8QFxw,"['Restaurants', 'Breakfast & Brunch']",Champaign,1,40.112887,-88.278369,Original Pancake House,61821,2,169,4.0,IL
LDhN6xxOvvC0aQEo6jyO3g,"['Pizza', 'Restaurants', 'Italian']",Monticello,1,40.0248499,-88.5740143,Filippo's Pizza & Italian Food,61856,2,13,4.5,IL
3MhH_4rYYOZCKydIW-WrWg,"['Food Trucks', 'Food', 'Restaurants', 'Mexican']",Rantoul,1,40.3081692965,-88.1468442084,Burrito King,61866,1,3,4.5,IL
BLtzUCwmGOSVgPJ78N3ORA,"['Restaurants', 'Chinese', 'Barbeque', 'Desserts', 'Food']",Urbana,1,40.111024,-88.197063,Tang Dynasty,61801,2,30,3.0,IL
5gndAzF9MGyff9Ye73jGkg,"['Restaurants', 'American (Traditional)']",Philo,1,40.006676,-88.15816,Philo Tavern,61864,2,13,3.5,IL
X3-dI5LGMdv6EQ8OLoOU9w,"['Convenience Stores', 'Food', 'Automotive', 'Sandwiches', 'Gas Stations', 'Pizza', 'Restaurants']",Urbana,1,40.115663,-88.182324,Casey's General Store,61802,0,6,2.0,IL
1c4IxxSQxuh2mHVm6o2b9g,"['Chicken Wings', 'Restaurants', 'Cheesesteaks', 'Burgers']",Rantoul,1,40.3121174754,-88.1292835996,Tks Cheesesteak,61866,1,5,4.0,IL
4cPM1Hcj3UiN3fxyOsiR9w,"['Event Planning & Services', 'Barbeque', 'Restaurants', 'Caterers']",Champaign,1,40.112421,-88.280002,Li'l Porgy's Bar-B-Que,61821,1,82,4.0,IL
QtRgDAK6k0JELN2_hi0ayw,"['Pizza', 'Restaurants']",Urbana,1,40.1134471,-88.2030657,Papa Murphy's,61802,1,9,3.5,IL
kokytV29X4717mjIC3H7Xg,"['Pizza', 'Restaurants']",Champaign,1,40.1131801,-88.2837494,Papa John's Pizza,61821,2,14,2.5,IL
R7X6MGkwU6BfUTzglBiyRQ,"['Restaurants', 'Italian', 'Pizza']",Mahomet,1,40.192108,-88.400262,Monical's Pizza,61853,2,8,3.5,IL
oYMsq2Xvzw6UbrIlMWjb-A,"['Restaurants', 'Pizza']",Champaign,1,40.1103562,-88.2380132,Papa John's Pizza,61820,1,26,2.0,IL
MQ-xcuUXXBYvrXzy7BmOFw,"['Bars', 'Chicken Wings', 'Sports Bars', 'Nightlife', 'American (Traditional)', 'Restaurants']",Champaign,1,40.095434,-88.246253,Hooters,61820,2,26,2.5,IL
7eLUaZwipH_uwfvv-_WafQ,"['Steakhouses', 'Breakfast & Brunch', 'Restaurants']",Rantoul,1,40.3066637,-88.1744406,Red Wheel Restaurant,61866,1,17,3.0,IL
y2V42mxWvVoH4NvUT_n8eg,"['American (Traditional)', 'Burgers', 'African', 'Restaurants']",Champaign,1,40.1412380863,-88.2462750784,Red Robin Gourmet Burgers,61820,2,47,2.5,IL
Mc9sMBVNi53lqxHLCiLWiA,"['Fast Food', 'Restaurants', 'Tex-Mex', 'Mexican']",Champaign,1,40.137098,-88.243455,Taco Bell,61820,1,6,2.5,IL
8i04GQgUY3g8q2iw7mewIQ,"['Fast Food', 'Restaurants', 'Burgers']",Monticello,1,40.0233929,-88.5740269,McDonald's,61856,0,4,1.0,IL
tjM2CZqRJ17oFapBTmGovw,"['Mexican', 'Restaurants']",Urbana,1,40.116832,-88.207131,Panchero's Mexican Grill,61801,1,38,2.0,IL
mofOjB6flg-eAWOFbOkHfQ,"['Restaurants', 'Sushi Bars', 'Buffets', 'Chinese']",Champaign,1,40.1373032,-88.2560119,ChinaTown Buffet,61822,2,56,2.5,IL
uGxZdLLgMQDvFSqiXyCg_w,"['Indian', 'Restaurants']",Champaign,1,40.1113654,-88.228907,Ambar India,61820,2,52,3.5,IL
